,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
5725,2016M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",344370.65,"DELTA COALS, LLC",DEPT OF THE NAVY,2.79,07,2016
5732,2019M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,BP ENERGY COMPANY,DEFENSE LOGISTICS AGENCY,2.65,04,2019
5735,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SYMMETRY ENERGY SOLUTIONS, LLC",DEFENSE LOGISTICS AGENCY,3.8,07,2021
5737,2017M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,1000.0,DELTA LABORATORY TRAINING LLC,U.S. COAST GUARD,2.82,02,2017
5739,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,08,2021
5754,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),25000.0,"OLGOONIK OILFIELD SERVICES, LLC",BUREAU OF LAND MANAGEMENT,5.11,09,2021
5786,2018M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,2805.0,MARCUM OIL CO INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.95,06,2018
5791,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
5797,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
5801,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
5803,2018M11,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"UGI ENERGY SERVICES, LLC",DEFENSE LOGISTICS AGENCY,4.13,11,2018
5806,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),0.0,"ASRC CONSULTING & ENVIRONMENTAL SERVICES, LLC",BUREAU OF LAND MANAGEMENT,5.11,09,2021
5815,2020M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.25,10,2020
5817,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,190604.44,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.12,05,2017
5821,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1091.83,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,4.13,11,2018
5826,2018M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3000.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.86,01,2018
5836,2021M05,NATURAL GAS EXTRACTION,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, AIRBORNE",5716.32,TIME WARNER CABLE ENTERPRISES LLC,DEPT OF THE ARMY,2.89,05,2021
5850,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
5851,2021M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,10432.24,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.67,01,2021
5852,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
5855,2018M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,15050.0,"BLOUCH, GEORGE H. FUEL SERVICE, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.98,12,2018
5860,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,772825.87,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,3.58,12,2016
5864,2020M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.75,05,2020
5869,2017M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- MANAGEMENT: DATA COLLECTION,24910.0,PAC SEIS,US GEOLOGICAL SURVEY,2.94,06,2017
5874,2016M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MISCELLANEOUS SHIP AND MARINE EQUIPMENT,9705.6,"MARINE EQUIPMENT, INC",DEPT OF THE NAVY,1.7,03,2016
5880,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3188.78,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.94,03,2019
5883,2020M11,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,30717.7,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.59,11,2020
5885,2020M10,NATURAL GAS EXTRACTION,FUEL OILS,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.25,10,2020
5891,2016M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2668.8,LIQUIGAS SPA,DEPT OF THE ARMY,1.7,03,2016
5897,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,11550.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",4.05,08,2021
5902,2019M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.36,07,2019
5905,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,04,2021
5920,2016M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,15275.58,MIDLAND SERVICES INC,NATIONAL PARK SERVICE,3.58,12,2016
5922,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,01,2020
5924,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,247602.37,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.94,03,2019
5926,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
5931,2016M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"BOBBY TAYLOR OIL CO., INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.95,10,2016
5932,2019M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SAGE ENERGY TRADING, LLC",DEFENSE LOGISTICS AGENCY,2.65,04,2019
5940,2016M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2366.63,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.95,10,2016
5941,2017M05,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",11473.0,ROGERS PETROLEUM INC.,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,3.12,05,2017
5945,2017M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1159.93,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.76,12,2017
5953,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,02,2019
5955,2018M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",21575.0,"BRIARWOOD CONTRACTORS, INC.",DEPT OF THE ARMY,2.78,04,2018
5959,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,14995.12,AANTILIA LLC,NATIONAL INSTITUTES OF HEALTH,2.56,03,2021
5978,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),208971.0,"CONTINENTAL INDUSTRIES FIELD SERVICES, LLC",BUREAU OF LAND MANAGEMENT,5.11,09,2021
5983,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"INTERCONN RESOURCES, LLC",DEFENSE LOGISTICS AGENCY,3.08,04,2017
5985,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,20359.2,YORKSHIRE INDUSTRIES LLC,DEPT OF THE ARMY,3.8,07,2021
5996,2019M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,34396.17,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.24,12,2019
5998,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,03,2019
6003,2020M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,19576.83,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,1.74,04,2020
6006,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),50000.0,"DRILLING INFO, INC.",NATIONAL PARK SERVICE,4.05,08,2021
6007,2019M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,150960.08,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.72,02,2019
6009,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,50413.03,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,3.86,01,2018
6012,2021M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,169700.0,CLIFFSIDE REFINERS L P,BUREAU OF LAND MANAGEMENT,4.05,08,2021
6022,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,08,2021
6025,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,R&D- ENERGY: PETROLEUM (BASIC RESEARCH),285000.0,BOURGOYNE ENGINEERING LLC,BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,2.79,07,2016
6032,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,06,2021
6033,2019M06,NATURAL GAS EXTRACTION,UTILITIES- GAS,101004.37,"CENTERPOINT ENERGY SERVICES, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.4,06,2019
6035,2016M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,26330.13,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.97,09,2016
6043,2020M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,PROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCE,1.75,05,2020
6046,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
6047,2020M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",3950.0,"CITI APPROVED ENTERPRISE, LLC",U.S. COAST GUARD,2.3,08,2020
6063,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
6073,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",0.0,"KERN STEEL FABRICATION, INC.",US GEOLOGICAL SURVEY,1.92,09,2020
6083,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
6084,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
6085,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,1.79,03,2020
6087,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
6089,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,824683.16,"WGL ENERGY SERVICES, INC.",U.S. COAST GUARD,2.89,03,2017
6093,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
6099,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,109737.53,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.95,10,2016
6103,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
6111,2021M09,NATURAL GAS EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"GREEN LANTERN, LLC",AGRICULTURAL RESEARCH SERVICE,5.11,09,2021
6114,2020M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.3,08,2020
6128,2016M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,50000.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY,2.79,07,2016
6130,2019M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,IRON AND STEEL PRIMARY AND SEMIFINISHED PRODUCTS,58535.0,"HENRY PRODUCTION, INC.",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION,2.22,08,2019
6136,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
6142,2016M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,195036.79,"SAGE ENERGY TRADING, LLC",FEDERAL AVIATION ADMINISTRATION,1.9,04,2016
6150,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,6967.1,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.99,11,2017
6156,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,LUBRICATION AND FUEL DISPENSING EQUIPMENT,2641.16,"QB FUELING, LLC",FOREST SERVICE,2.96,09,2017
6158,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,194718.87,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.78,04,2018
6160,2021M06,NATURAL GAS EXTRACTION,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",34833.37,MARNELAKIS BROS S.A.,DEPT OF THE ARMY,3.23,06,2021
6161,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,53701.04,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,3.26,01,2017
6162,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,58736.02,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
6173,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,4500.0,SCHLUMBERGER TECHNOLOGY CORPORATION,"ENERGY, DEPARTMENT OF",2.79,07,2016
6177,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEFENSE LOGISTICS AGENCY,2.5,11,2016
6179,2018M01,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",29200.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,3.86,01,2018
6184,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,LEASE/RENTAL OF OFFICE BUILDINGS,440000.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",3.28,10,2018
6202,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINT/REPAIR/REBUILD OF EQUIPMENT- PUMPS AND COMPRESSORS,737370.23,"AIR PRODUCTS AND CHEMICALS, INC.",BUREAU OF LAND MANAGEMENT,4.13,11,2018
6203,2017M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,19978.0,"LEAK DETECTION SERVICE, INC.",DEPT OF THE AIR FORCE,2.96,07,2017
6208,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.33,10,2019
6217,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,2.54,12,2020
6233,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,1.92,09,2020
6237,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
6238,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,130087.5,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.82,02,2017
6257,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1099.8,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.67,02,2018
6262,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,04,2021
6264,2016M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,7890.82,"CARSON OIL CO., INC.",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION,2.57,06,2016
6268,2020M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,557824.0,"A2D TECHNOLOGIES, INC.",BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,2.3,08,2020
6271,2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14086.15,"PETRO 49, INC.",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,2.79,08,2016
6276,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1284.0,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.88,08,2017
6281,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,03,2021
6297,2020M10,NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,363000.0,"UGI ENERGY SERVICES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.25,10,2020
6298,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,116031.09,GAS SOUTH LLC,FEDERAL LAW ENFORCEMENT TRAINING CENTER,2.79,08,2016
6306,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
6307,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,284420.58,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.28,10,2018
6318,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,10575.19,"TIGER NATURAL GAS, INC.",DEFENSE LOGISTICS AGENCY,2.83,07,2018
6335,2019M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,6623.15,PROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCE,2.22,08,2019
6340,2020M09,NATURAL GAS EXTRACTION,UTILITIES- GAS,2526211.87,"TIGER NATURAL GAS, INC.",NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,1.92,09,2020
6342,2018M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,17927.01,PONTAULT FUEL,"STATE, DEPARTMENT OF",2.7,03,2018
6343,2016M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT,24940.0,SCHLUMBERGER TECHNOLOGY CORPORATION,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,2.57,06,2016
6344,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,03,2019
6345,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
6348,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"WORLD FUEL SERVICES, INC.",DEFENSE LOGISTICS AGENCY,2.36,07,2019
6352,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
6354,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,143353.86,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.61,04,2021
6362,2018M01,NATURAL GAS EXTRACTION,PETROLEUM PRODUCTION AND DISTRIBUTION EQUIPMENT,14256.0,"PYRAMID TECHNOLOGIES, LLC",DEPT OF THE ARMY,3.86,01,2018
6365,2016M12,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",5596.86,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,3.58,12,2016
6377,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,240274.11,BP ENERGY COMPANY,"VETERANS AFFAIRS, DEPARTMENT OF",2.33,10,2019
6378,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",12210.0,"CITI APPROVED ENTERPRISE, LLC",U.S. COAST GUARD,1.74,04,2020
6391,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CENTERPOINT ENERGY SERVICES, INC.",DEFENSE LOGISTICS AGENCY,3.08,04,2017
6396,2019M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,97923.46,GAS SOUTH LLC,FEDERAL LAW ENFORCEMENT TRAINING CENTER,2.58,09,2019
6397,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,65582.69,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,3.12,05,2017
6400,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
6441,2017M01,NATURAL GAS LIQUID EXTRACTION,"FUELS, SOLID",28344.19,SHA DANE CONSULTANTS,BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION,3.26,01,2017
6443,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,137308.16,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
6444,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,5007.94,"INTEGRYS ENERGY SERVICES - NATURAL GAS, LLC",RAILROAD RETIREMENT BOARD,1.96,02,2016
