,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
6160,2021M06,NATURAL GAS EXTRACTION,"LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",34833.37,MARNELAKIS BROS S.A.,DEPT OF THE ARMY,3.23,6,2021
6161,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,53701.04,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,3.26,1,2017
6162,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,58736.02,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
6173,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,4500,SCHLUMBERGER TECHNOLOGY CORPORATION,OTHER,2.79,7,2016
6179,2018M01,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",29200,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,3.86,1,2018
6184,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,LEASE/RENTAL OF OFFICE BUILDINGS,440000,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,3.28,10,2018
6202,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINT/REPAIR/REBUILD OF EQUIPMENT- PUMPS AND COMPRESSORS,737370.23,"AIR PRODUCTS AND CHEMICALS, INC.",OTHER,4.13,11,2018
6203,2017M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,19978,"LEAK DETECTION SERVICE, INC.",DEPT OF THE AIR FORCE,2.96,7,2017
6208,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.33,10,2019
6237,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
6238,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,130087.5,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.82,2,2017
6257,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1099.8,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.67,2,2018
6262,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,4,2021
6264,2016M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,7890.82,"CARSON OIL CO., INC.",OTHER,2.57,6,2016
6268,2020M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,557824,"A2D TECHNOLOGIES, INC.",OTHER,2.3,8,2020
6271,2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14086.15,"PETRO 49, INC.",OTHER,2.79,8,2016
6276,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1284,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.88,8,2017
6281,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,3,2021
6297,2020M10,NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,363000,"UGI ENERGY SERVICES, LLC",OTHER,2.25,10,2020
6298,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,116031.09,GAS SOUTH LLC,OTHER,2.79,8,2016
6306,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
6307,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,284420.58,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.28,10,2018
6318,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,10575.19,"TIGER NATURAL GAS, INC.",OTHER,2.83,7,2018
6335,2019M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,6623.15,PROGAS GESELLSCHAFT MIT BESCHRANKTER HAFTUNG & CO. KOMMANDITGESELLSCHAFT,DEPT OF THE AIR FORCE,2.22,8,2019
6340,2020M09,NATURAL GAS EXTRACTION,UTILITIES- GAS,2526211.87,"TIGER NATURAL GAS, INC.",OTHER,1.92,9,2020
6342,2018M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,17927.01,PONTAULT FUEL,"STATE, DEPARTMENT OF",2.7,3,2018
6343,2016M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT,24940,SCHLUMBERGER TECHNOLOGY CORPORATION,OTHER,2.57,6,2016
6344,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,3,2019
6345,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,7,2020
6352,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,9,2020
6354,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,143353.86,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.61,4,2021
6362,2018M01,NATURAL GAS EXTRACTION,PETROLEUM PRODUCTION AND DISTRIBUTION EQUIPMENT,14256,"PYRAMID TECHNOLOGIES, LLC",DEPT OF THE ARMY,3.86,1,2018
6365,2016M12,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",5596.86,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,3.58,12,2016
6377,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,240274.11,BP ENERGY COMPANY,OTHER,2.33,10,2019
6378,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",12210,"CITI APPROVED ENTERPRISE, LLC",OTHER,1.74,4,2020
6396,2019M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,97923.46,GAS SOUTH LLC,OTHER,2.58,9,2019
6397,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,65582.69,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,3.12,5,2017
6400,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
6441,2017M01,NATURAL GAS LIQUID EXTRACTION,"FUELS, SOLID",28344.19,SHA DANE CONSULTANTS,OTHER,3.26,1,2017
6443,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,137308.16,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
6444,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,5007.94,"INTEGRYS ENERGY SERVICES - NATURAL GAS, LLC",OTHER,1.96,2,2016
6456,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,76380,SPN WELL SERVICES INC,OTHER,1.92,9,2020
6461,2021M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.56,3,2021
6464,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),14845184,,OTHER,5.11,9,2021
6468,2019M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,128727.15,,DEPT OF THE AIR FORCE,2.33,10,2019
6475,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,10142.99,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,2.79,8,2016
6483,2018M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,572000,"TIGER NATURAL GAS, INC.",OTHER,3.98,12,2018
6509,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,145.19,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.4,6,2019
6515,2020M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.25,10,2020
6520,2016M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,6117.99,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.57,6,2016
6523,2016M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,271476,"COLONIAL ENERGY, INC.",OTHER,2.97,9,2016
6527,2020M12,NATURAL GAS EXTRACTION,UTILITIES- GAS,140000,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,2.54,12,2020
6532,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,2,2019
6534,2017M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,4703.44,AIRGAS USA LLC,OTHER,2.88,8,2017
6537,2018M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,504948.19,"DOSECC EXPLORATION SERVICES, LLC",OTHER,2.98,9,2018
6551,2020M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,48770,"ACCURATE MARINE ENVIRONMENTAL, LLC",OTHER,1.61,6,2020
6552,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,13000,"TIGER NATURAL GAS, INC.",DEPT OF THE ARMY,3.28,10,2018
6562,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
6571,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",14318.35,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89,5,2021
6575,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,144150,"COLONIAL ENERGY, INC.",OTHER,2.86,10,2017
6586,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,311060.15,"TIGER NATURAL GAS, INC.",OTHER,2.33,10,2019
6587,2020M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,302983.65,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.54,12,2020
6588,2017M05,NATURAL GAS LIQUID EXTRACTION,INFORMATION TECHNOLOGY SOFTWARE,52694.02,BAR NONE TECHNOLOGIES LLC,OTHER,3.12,5,2017
6604,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"GASOLINE RECIPROCATING ENGINES, EXCEPT AIRCRAFT; AND COMPONENTS",14758,HORIZON MARINE INC,OTHER,2.96,9,2017
6605,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,94301.12,GAS SOUTH LLC,OTHER,2.25,10,2020
6613,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,2,2019
6615,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,199350.6,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.67,2,2018
6616,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,91020.29,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.94,6,2017
6618,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,3,2020
6620,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,134140.96,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,3.26,1,2017
6623,2019M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.24,12,2019
6631,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,269608.94,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.82,2,2017
6634,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",90980,VETCON SERVICES LLC,OTHER,2.58,9,2019
6635,2020M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,14268.5,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,1.75,5,2020
6636,2019M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- SOLID FUEL HANDLING,3216,"CLEAN FUELS ASSOCIATES, INC.",OTHER,2.65,4,2019
6638,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,6,2019
6661,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",6684,NEUMAYER EQUIPMENT CO INC,OTHER,2.54,12,2020
6670,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.4,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.96,7,2017
6697,2017M09,NATURAL GAS LIQUID EXTRACTION,MISCELLANEOUS SERVICE AND TRADE EQUIPMENT,53149.35,"HUDSON RIVER PARTNERS, I LP",DEPT OF THE ARMY,2.96,9,2017
6701,2020M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- ENERGY,544619.7,"DRILLING INFO, INC.",OTHER,2.54,12,2020
6703,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,168500,,DEPT OF THE AIR FORCE,2.56,3,2021
6715,2020M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,778545.39,"WGL ENERGY SERVICES, INC.",OTHER,2.54,12,2020
6721,2021M06,NATURAL GAS EXTRACTION,UTILITIES- GAS,21675.04,,DEPT OF THE ARMY,3.23,6,2021
6722,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,193931,"COLONIAL ENERGY, INC.",OTHER,2.95,10,2016
6726,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,882,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,6,2021
6732,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.4,6,2019
6733,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,6,2021
6751,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"ENGINE FUEL SYSTEM COMPONENTS, NONAIRCRAFT",5075,ACETYLENE SUPPLY COMPANY,OTHER,2.79,7,2016
6759,2020M01,NATURAL GAS EXTRACTION,"LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",17501.65,"TIGER NATURAL GAS, INC.",DEPT OF THE ARMY,2.03,1,2020
6770,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NEWSPAPERS AND PERIODICALS,57475,IHS GLOBAL INC.,OTHER,2.58,9,2019
6773,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,13126.95,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.94,3,2019
6778,2020M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,CONSTRUCTION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),4046600,OLGOONIK CONSTRUCTION SERVICES LLC,OTHER,1.74,7,2020
6793,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,1,2019
6794,2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,297660,"COLONIAL ENERGY, INC.",OTHER,1.96,2,2016
6797,2020M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,41096.51,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.3,8,2020
6798,2018M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,413281.9,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.98,12,2018
6799,2018M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,48904.27,,DEPT OF THE AIR FORCE,3.28,10,2018
6807,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER ENVIRONMENTAL SERVICES,211310,"D7, LLC",OTHER,5.11,9,2021
6810,2016M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,23241.96,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,1.7,3,2016
6827,2020M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,96711.61,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.74,4,2020
6829,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,1,2020
6839,2019M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",23980.15,,DEPT OF THE AIR FORCE,3.08,1,2019
6846,2019M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,148859.72,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,2.4,6,2019
6847,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,1,2019
6854,2019M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,44448,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.63,5,2019
6855,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,178056.88,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.96,7,2017
6861,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,23280,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",5.11,9,2021
6864,2020M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,43956.8,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.54,12,2020
6869,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,4,2020
6872,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),397573.4,"CONTINENTAL INDUSTRIES FIELD SERVICES, LLC",OTHER,5.11,9,2021
6875,2020M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,23669.72,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,1.74,4,2020
6885,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",464437.47,"DELTA COALS, LLC",OTHER,2.79,8,2016
6890,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89,5,2021
6891,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",14831.55,SLATER OIL COMPANY,OTHER,2.96,9,2017
6902,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,6,2020
6914,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
6918,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
6924,2016M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,52892.6,"PYRAMID TECHNOLOGIES, LLC",DEPT OF THE ARMY,2.95,10,2016
6937,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,237905.45,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,2.82,2,2017
6943,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,2,2021
6970,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",11038.8,"PHOENIX INTEGRITY CONSULTANTS, LLC",OTHER,2.56,3,2021
6972,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,4519.42,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.95,10,2016
6974,2017M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,492123.78,"POND CONSTRUCTORS, INC",OTHER,2.89,3,2017
6981,2017M09,NATURAL GAS LIQUID EXTRACTION,FUEL OILS,142400,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.96,9,2017
6985,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35095.68,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.86,10,2017
6986,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",25478.7,"RED RIVER RESOURCES, LLC",OTHER,3.08,4,2017
6989,2020M08,NATURAL GAS EXTRACTION,TEXTILE FABRICS,11503.5,EHB SUPPLY,OTHER,2.3,8,2020
6998,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,206675.83,"TIGER NATURAL GAS, INC.",OTHER,2.83,7,2018
6999,2020M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,1294732.06,"TIGER NATURAL GAS, INC.",OTHER,2.25,10,2020
7005,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
7022,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,8,2021
7027,2018M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,40.64,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.86,1,2018
7028,2017M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,82481.52,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.76,12,2017
7030,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,2,2019
7046,2020M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,113763.63,"HIGH DESERT PIPELINE, INC.",DEPT OF THE ARMY,2.3,8,2020
7048,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
7054,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,2057597.55,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.96,9,2017
7060,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,150373.49,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.78,4,2018
